day,sid,from_addr,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,mean,median,perc_diff,std,min,max,count,sum
1900-06-11,2001219,192.168.2.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1900-06-12,2001219,192.168.2.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1900-06-14,2001219,192.168.2.108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-15,2001219,192.168.2.108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-16,2001219,192.168.2.108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-17,2001219,192.168.2.108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-11,2001219,192.168.2.109,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029411764705882353,0.0,2.0,0.1212678125181665,-0.5,0.0,1,-0.5
1900-06-12,2001219,192.168.2.109,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,2.0,0.1212678125181665,0.0,0.5,1,0.5
1900-06-13,2001219,192.168.2.109,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11764705882352941,0.0,2.0,0.3321055820775357,0.0,1.0,2,2.0
1900-06-14,2001219,192.168.2.109,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-15,2001219,192.168.2.109,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11764705882352941,0.0,2.0,0.3321055820775357,0.0,1.0,2,2.0
1900-06-17,2001219,192.168.2.109,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11764705882352941,0.0,2.0,0.3321055820775357,0.0,1.0,2,2.0
1900-06-11,2001219,192.168.2.110,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029411764705882353,0.0,2.0,0.1212678125181665,-0.5,0.0,1,-0.5
1900-06-12,2001219,192.168.2.110,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,2.0,0.1212678125181665,0.0,0.5,1,0.5
1900-06-14,2001219,192.168.2.110,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-15,2001219,192.168.2.110,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-16,2001219,192.168.2.110,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11764705882352941,0.0,2.0,0.3321055820775357,0.0,1.0,2,2.0
1900-06-11,2001219,192.168.2.111,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,2.0,0.1212678125181665,0.0,0.5,1,0.5
1900-06-12,2001219,192.168.2.111,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029411764705882353,0.0,2.0,0.1212678125181665,-0.5,0.0,1,-0.5
1900-06-14,2001219,192.168.2.111,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,2.0,0.485071250072666,0.0,2.0,1,2.0
1900-06-15,2001219,192.168.2.111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-16,2001219,192.168.2.111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-17,2001219,192.168.2.111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-11,2001219,192.168.2.112,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029411764705882353,0.0,2.0,0.1212678125181665,-0.5,0.0,1,-0.5
1900-06-12,2001219,192.168.2.112,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,2.0,0.1212678125181665,0.0,0.5,1,0.5
1900-06-13,2001219,192.168.2.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.058823529411764705,0.0,2.0,0.24253562503633297,0.0,1.0,1,1.0
1900-06-14,2001219,192.168.2.112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-15,2001219,192.168.2.112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-16,2001219,192.168.2.112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-17,2001219,192.168.2.112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-11,2001219,192.168.2.113,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029411764705882353,0.0,2.0,0.1212678125181665,-0.5,0.0,1,-0.5
1900-06-12,2001219,192.168.2.113,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,2.0,0.1212678125181665,0.0,0.5,1,0.5
1900-06-13,2001219,192.168.2.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.058823529411764705,0.0,2.0,0.24253562503633297,0.0,1.0,1,1.0
1900-06-14,2001219,192.168.2.113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-15,2001219,192.168.2.113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-16,2001219,192.168.2.113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-17,2001219,192.168.2.113,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,2.0,0.485071250072666,0.0,2.0,1,2.0
1900-06-12,2001219,192.168.3.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1900-06-14,2001219,192.168.3.114,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,2.0,0.485071250072666,0.0,2.0,1,2.0
1900-06-15,2001219,192.168.3.114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-16,2001219,192.168.3.114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-17,2001219,192.168.3.114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-11,2001219,192.168.3.115,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.058823529411764705,0.0,2.0,0.16605279103876786,-0.5,0.0,2,-1.0
1900-06-12,2001219,192.168.3.115,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.058823529411764705,0.0,2.0,0.16605279103876786,0.0,0.5,2,1.0
1900-06-13,2001219,192.168.3.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.058823529411764705,0.0,2.0,0.24253562503633297,0.0,1.0,1,1.0
1900-06-14,2001219,192.168.3.115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-15,2001219,192.168.3.115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-16,2001219,192.168.3.115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-17,2001219,192.168.3.115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-11,2001219,192.168.3.116,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029411764705882353,0.0,2.0,0.1212678125181665,-0.5,0.0,1,-0.5
1900-06-12,2001219,192.168.3.116,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,2.0,0.1212678125181665,0.0,0.5,1,0.5
1900-06-13,2001219,192.168.3.116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-14,2001219,192.168.3.116,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,2.0,0.485071250072666,0.0,2.0,1,2.0
1900-06-15,2001219,192.168.3.116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-16,2001219,192.168.3.116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-17,2001219,192.168.3.116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.242535625036333,0.0,1.0,1,1.0
1900-06-11,2001219,192.168.3.117,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.058823529411764705,0.0,2.0,0.16605279103876786,-0.5,0.0,2,-1.0
